rating,title,text,asin,parent_asin,timestamp,verified_purchase,helpful_vote,average_rating,main_category,rating_number,price,categories,features,description,images,user_id,Brand,Material,Capacity,Item Dimensions LxWxH,Special Feature,Product Dimensions,UPC,Scent,Number of Items,Unit Count,Item Volume,Item model number,Brand Name,Item Weight,Package Dimensions,Installation Type,Form Factor,Special Features,Color,Voltage,Shelves,Batteries Included?,Batteries Required?,Number Of Doors,Date First Available,Configuration,Number of Doors,Finish Type,Hair Type,Material Feature,Item Form,Material Type Free,Is Discontinued By Manufacturer,Manufacturer,Liquid Volume,Specialty,Package Information,Power Source,Recommended Uses For Product,Style,Age Range (Description),Included Components,Department,Product Benefits,Mounting Type,Skin Type,Package Type,Size,Pattern,Coverage,Occasion,Is Dishwasher Safe,Skin Tone,Plant or Animal Product Type,Expected Blooming Period,Product Care Instructions,Soil Type,Moisture Needs,Number of Pieces,Fabric Type,Ferrule Material,Extension Length,Closure Type,Use for,Type,Shape,Batteries,Connector Type,Exterior Finish,Thread Type,Item Package Quantity,Wattage,Light Color,Head Type,Battery Description,Water Resistance Level,Shade Material,Theme,Country of Origin,Manufacturer recommended age,Domestic Shipping,International Shipping,Flavor,Embellishment,Allergen Information,Number of Blades,Handle Material,Connectivity Technology,Compatible Devices,Keyboard Description,Item Firmness Description,Is Cordless?,Product Grade,Country/Region Of Origin,Sun Protection,Active Ingredients,Model Info,Part Number,Material Type,Sun Protection Factor,Towel form type,Servings per Container,Dosage Form,Tank Volume,Assembly Required,Surface Recommendation,Compatible Material,Dental Floss Type,Tea Variety,Control Method,Special Ingredients,Language,Model Name,Room Type,Surface Recommendation Ceramic,,"Shape Heart, Flower",Operation Mode,Number of Sets,Bristle Material,Light Source Type,Battery Life,Frame Material,Frame Type,Cartoon Character,Body Shape,Hand Orientation,Blade Material,Number of settings,Inner Material,Head Material,Number of pieces,Assembly required,Finish types,Warranty Description,Batteries required,Fragrance Concentration,Reusability,Surface Recommendation Nail,Shape Oblong,Primary Supplement Type,Full Cure Time,Blade Edge,Auto Shutoff,Wireless Communication Technology,Cable Feature,Specific Uses For Product,Sport,Band Width,Band Color,Band Material Type,Max Temperature Setting,Maximum Rotational Speed,Specification Met,Bottle Nipple Type,Filter Class,Is Electric,Seasons,Other display features,Compatible Phone Models,Heater Surface Material,Base Type,Switch Type,Item Hardness,Screen Size,Screen Surface Description,Shell Type,Handle Type,Number of Drawers,Package Weight,Output Current,Output Voltage,Sheet Count,Number of Compartments,Finish,Runtime,Metal Type,Surface Recommendation nail,Band Size,Bowl Material,Is Microwaveable,Maximum Weight Recommendation,Fill Material,Total USB Ports,Target Audience,Number Of Pockets,Human Interface Input,Wireless Communication Standard,Mounting Type Tabletop Mount,Number of Labels,Special features,Headphones Jack,Contact Material,Terminal,Percentage assay,"Material Leather, Polyvinyl Chloride",Back Style,Seat Material Type,Number of Speeds,Liquid Contents Description,Light Type,Bulb Shape Size,Sterility Rating,Controller Type,Paint Type,Manufacturer Part Number,Ply Rating,Lining Description,Pillow Type,Material Polyethylene,Shape Rectangular,Our Recommended age,Alcohol Content,Grit Number,Occupant Capacity,Orientation,Mounting Type Free Standing,Clarity,Number of Compartments 8,Bristle Type,title_cleaned,text_cleaned
4.0,It works better than i imagined. Really strong,It works well over time. I had no idea my feet would peel so much. I couldn't keep it on as long as recommended it was uncomfortable and itchy. Thank God it's boot wearing season,B07HHK1KRD,B07HHK1KRD,2018-12-10 02:45:20.831,False,0,4.3,All Beauty,147,,[],[],[],"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71tIHPzuhfL._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71tIHPzuhfL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71tIHPzuhfL._SL256_.jpg'}]",AFXXVIKDZTJCTJL33OFLNVK2W6XQ,Karma Cosmetics,,,,,8 x 1.5 x 6 inches; 5.61 Ounces,782150609615,,2,,,footmask1,,,,,,,,,,,,,,,,,,Natural,Gel,,No,,,,,,,,,,,,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it works better than i imagined really strong,it works well over time i had no idea my feet would peel so much i couldnt keep it on as long as recommended it was uncomfortable and itchy thank god its boot wearing season
2.0,Wrong product,I got the wrong procduct :/ they nice and all but not whatbi wanted to pay for,B00Y6ZJKTC,B00Y6ZJKTC,2016-03-09 01:14:11.000,False,0,3.9,All Beauty,133,23.99,[],"['Premium Synthetic Hair-Softer ,Denser and Silkier than stiff animal hair. No Shedding Hair and Not hurt your smooth skin.', '100% non-porous bristles-Perfectly apply powder, cream and liquid products. Hand made with solid wood handle and mental ferrule.', 'Complete Function-Foundation, Blending, Blush, Eyeliner & Face Powder. Portable and convenient for daily makeup', ""Don't you think it WILL BE A GREAT GIFT for one of your loved ones. These professional makeup brushes work well with all makeup like creams, liquids, minerals or powders. No excessive soak up of product like other brushes. Get them now and upgrade your perfect makeup look to the next level."", ""Lifetime Warranty & Money Back Guarantee - Although this is the best quality products extremely durable Product , it maybe never fail or break under normal working conditions. If it does, we will replace it at no cost to you, just drop us a line. Meanwhile, if you don't like this product, please let us know and we'll refund you 100% guaranteed, no questions asked! We are truly dedicated to your satisfaction!""]",[],[],AGBSYAZAA24GHDHIGNXGT26ESQRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wrong product,i got the wrong procduct  they nice and all but not whatbi wanted to pay for
1.0,Used,"The blade arrived used, with obvious hair. I attempted to return/replace it, and find out that it is ineligible for replacement. DO NOT BUY!",B0019WZHXI,B0019WZHXI,2021-03-06 18:10:27.410,True,0,4.6,All Beauty,2493,19.39,[],"[""PROFESSIONAL PRECISION: From Wahl Professional's commercial grade line of products, the Adjustable 5 Star Standard Clipper Blade delivers the sharp performance that experts demand with adjustable blade and zero-gap capabilities for precision fading, intended for professional use only"", 'FITS YOUR FAVORITES: This blade is designed to fit both the Wahl Professional 5 Star Series Senior (8545) and 5 Star Series Magic Clip (8451), as well as the Sterling Reflections Senior (8501)', 'PRODUCT SPECIFICATIONS: Package contains 1 Wahl Professional Adjustable 5 Star Standard Clipper Blade; Silver in color, includes blade oil, screws and instructions. Blades made in the U.S.A', 'PLEASE NOTE: Due to continuous improvement, the product appearance may slightly vary from the product images on this listing']",['A'],"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91niqtvuNpL._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91niqtvuNpL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91niqtvuNpL._SL256_.jpg'}]",AEYZPKFAHO5F755VQLSM42QXRV7Q,Wahl Professional,,,,,1 x 1 x 1 inches; 2.08 Ounces,632181533949 605349671791 708302897907 043917219103 753927569036,,,,,WAHL20,,59 Grams,,,,,A,,,,,,,,,,All,,,,No,Wahl Professional,,,,,Professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,used,the blade arrived used with obvious hair i attempted to returnreplace it and find out that it is ineligible for replacement do not buy
5.0,Amazing Product! 10/10,I really love this product! I use it after curling my hair to separate my curls. I would recommend it to anyone!,B01KYS2TZ6,B01KYS2TZ6,2020-10-30 21:56:07.201,True,1,4.4,All Beauty,43,9.94,[],[],[],[],AHD6NOQ5AZD5BT4V3JUURTQAAMIQ,,,,,,,797142518974,,,,,,,,,,,,,,,,,,,,,,,,,,,TIGI Bed Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amazing product 1010,i really love this product i use it after curling my hair to separate my curls i would recommend it to anyone
5.0,This item is very important for hand care and foot care.,I liked this item. This set is very helpful for me. Quality is good.,B08FJ69VV5,B08FJ69VV5,2021-03-06 03:06:10.888,True,0,4.8,All Beauty,3,,[],"['22PCS tool options:Professional Manicure Kit for hand care, facial care and foot care which can meet all of you needs.We promise to return or exchange within 180 days without any reason, if you are not satisfied with our products, you can return or exchange at any time.', 'Full Functioning:Adding glass nail files is the new highlight of the kit.No need to pay for a single nail clippers or Nose Hair Scissors,money can be saved.', 'Strong and sharp：Our Stainless steel nail tools are made of high quality steel, which is strong and durable, and it will not fade, extremely hard and sharp.Designed for lifetime use.Manicuring, Pedicuring, Anti-Acne, Exfoliating, Eyebrow Shaping.', 'Manicure set:sandpaper foot file.pedicure.Stainless steel coarse foot grinder.Stainless steel fine sand foot grinder.Double-sided rubbing strip.glass nail file.Win nose pliers.cleaning brush.Pointer*2.nail clippers.Long nail file.short nail file.Dead Skin Fork.silicone pad.Spare blade (10 pieces).corn knife.Scraper.oblique knife.shovel.Nano Glass Polishing File-Leopard Print.', 'The Best choice of gifts：Our Stainless Steel Manicure Kit ,it is fashionable、practical and popular with family and friends.It is the best gift for your relatives, friends, parents, husband and wife.have the tools organized in one place, making them available right away when required and also making them ideal for traveling.']",[],[],AGEFIJA2OO66MUDRJZ54PQSEJEFA,,,,,,7.28 x 3.31 x 1.57 inches; 8.47 Ounces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this item is very important for hand care and foot care,i liked this item this set is very helpful for me quality is good
5.0,Really Cool,"Comfortable, effective and cool",B08L52L72L,B08L52L72L,2021-06-14 19:12:51.860,True,0,4.2,All Beauty,178,,[],[],[],[],AG7QLXIBE644QFS2JMHECCLY523Q,,,,,,,,,,,,,,,12.2 x 10.55 x 0.75 inches; 6.91 Ounces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,really cool,comfortable effective and cool
5.0,Got exactly what I ordered.,Styling short hair. WONDERFUL smell.  The price was very reasonable.  Got two in the package.,B07Z3HWNVF,B07Z3HWNVF,2022-09-24 18:45:11.878,True,0,4.6,All Beauty,138,,[],"['Push hair around in any direction', 'Create shape and separation', 'Great for spikes or twists']",[],[],AHGVNJCA2QWB3M47QIDCPQ26F26Q,TIGI,,,,,2 x 3 x 2 inches; 2 Ounces,753030799719,,,,,41217,,,,,,,,,,,,,,,,,All,,Clay,,,Tigi,59.14 Milliliters,,,,,,,,,Shape & Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,got exactly what i ordered,styling short hair wonderful smell  the price was very reasonable  got two in the package
5.0,Highly recommend,It works and it’s pretty.. I love it!,B07SL5LS7D,B07SL5LS7D,2019-12-15 20:12:14.642,True,0,4.3,All Beauty,175,,[],[],[],[],AEP3YDHH4JBOQHAIKQRFWOSCHXTQ,CleveAid,,,,Motion Sensor,9.25 x 8.19 x 4.65 inches; 0.3 Ounces,756557929331 756557929690 756557929652 756557929751 756557929782 756557929805 756557929799 756557929744 756557929775 756557929720 756557929737 756557929768 756557929669 756557929812 756557929713,,,,,,,,,,,,,,,,,,,,,Painted,,,,,No,CleveAid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,highly recommend,it works and its pretty i love it
5.0,Great quality,Works awesome and quick shipping too,B01879PIAC,B01879PIAC,2016-10-11 02:34:26.000,True,0,5.0,All Beauty,1,,[],[],[],[],AHDBSUCNZB7Z2MY7OY2KRXE2TXXQ,ROPALIA,,,,,,,,,1.00 Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waterproof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,great quality,works awesome and quick shipping too
4.0,Unboxed,"This is the perfume, comes unboxed. Was hoping for the box for display.",B076GHSRC5,B076GHSRC5,2023-02-13 18:18:29.565,True,0,4.2,All Beauty,10,10.95,[],[],[],[],AEHOFJZ2ZKU2CDDHYOAAXUK2XC7Q,,,,,,,,,,,,,,,3.2 x 1.55 x 1.35 inches; 0.81 Ounces,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unboxed,this is the perfume comes unboxed was hoping for the box for display
3.0,Not happy,This product is not waterproof/resistant. It's also not the product I was looking for. They worded the product as though it was the specific product I was looking for. NOT happy at all!!!,B07GQ2X2DC,B07GQ2X2DC,2020-06-30 03:02:15.820,True,0,3.9,All Beauty,43,19.0,[],[],[],[],AGE3RR26WTK7PGDRRV2VCDEDJN3Q,Music Flower,,,,Waterproof,,732068869342,,,,,0,,,5.3 x 3.2 x 0.5 inches; 0.81 Ounces,,,,,,,,,,,,,Natural,,,Pencil,,No,,,,,,,,,,,Waterproof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not happy,this product is not waterproofresistant its also not the product i was looking for they worded the product as though it was the specific product i was looking for not happy at all
3.0,Just ok,Some didn’t last 2 days w my kids playing w them before teeth broke.,B07K4XLFC5,B07K4XLFC5,2020-02-04 01:18:02.943,True,1,4.2,All Beauty,279,4.95,[],"['SET OF 6 COMBS: This set includes 6 styling tools & appliances soft and flexible plastic hair combs in various designs. The edges of the hair combs for women are quite smooth, so you will feel very comfortable while using them without hurting your hands. The hairstyling wide-tooth comb set is suitable for all hair types and lengths. The fine tooth combs for women design minimizes pain, split ends, and reduces hair loss.', ""POCKET COMB SET SIZE: These hair combs for men and ladies are small enough to fit in a pocket or purse. It's better for vacations and travel. The styling comb doesn't take up a lot of space and fits effortlessly into your luggage. So you may comb your hair whenever and wherever you choose. Mens combs for hair come in a perfect size for carrying and fits comfortably in the palm of your hand."", 'GOOD QUALITY OF MATERIAL: Combs for women hair styling sets in bright colors are ideal for men and women, boys and girls, children and adults. Combs for hair stylist are composed of flexible plastic that will not break easily due to its flexible construction. The hair cutting combs professional color will not fade and the hair comb will not hurt your skin. Dyeing, crepe, are very simple to complete using straightening and cutting combs.', ""PERFECT GIFT FOR FAMILY: Our hair comb set is a charming and budget-friendly gift for yourself, your wife, or your friends. These comb set for women are useful and lovely, and they're also the ideal present for a mother, sister, kids, or female friend on Valentine's Day, Christmas, birthday, anniversary, etc who will feel your love every day. These combs come in a variety of styles to meet your various hairstyles."", 'FINE TOOTH: These 6 pack of combs are fine-toothed, Pocket Combs, Dressing Comb, Tail Comb, All-Purpose Comb, Purse-Size Super Comb. The large tooth comb, fine-toothed teeth glide gently into your scalp, causing no harm to your hair during tangles and style. You may brush your hair regularly and gently with these bulk combs.']","[""This set includes 6 soft and flexible plastic hair combs in various designs. The edges of the hair combs for women are quite smooth, so you will feel very comfortable while using them without hurting your hands. Combs for hair stylist are composed of flexible plastic that will not break easily due to its flexible construction. The hair cutting combs professional color will not fade away. These hair combs for men and ladies are small enough to fit in a pocket or purse. It's better for vacations and travel. On any head of hair, these combs will perform miracles. Our hair styling combs are suitable for barbershops, hair salons, and personal usage, and their many styles can readily meet your various hairdressing, styling, and cutting needs."", 'HAIR COMBS FROM OIG BRAND:', 'Fit To Most Hair Styles', 'Fit To Most Hair Styles', 'Ideal Gift For Everyone', 'Ideal Gift For Everyone', 'Multi Colors Hair Comb Set', 'Multi Colors Hair Comb Set', 'Hight Quality Plastic Material', 'Hight Quality Plastic Material', 'Smooth & Comfortable To Use', 'Smooth & Comfortable To Use', 'Comes in 6 Different Colors and Styles', 'Comes in 6 Different Colors and Styles']",[],AGIXI4XPEMBLGRTTFDIBVWWZCLVQ,,,,,,0.5 x 6 x 8 inches; 2.4 Ounces,691325373728,,,,,,,,,,,,,,,,,,,,,,,,,,No,OIG Brands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,just ok,some didnt last 2 days w my kids playing w them before teeth broke
3.0,Nice,Don’t have the stickers inside like some other kiss nails do. They were cute but didn’t stick as well because of that.,B09KNVYFHD,B09KNVYFHD,2022-12-07 20:00:11.947,True,0,4.2,All Beauty,53,8.43,[],[],"['KISS Special Design Limited Edition Holiday Fake Nails, Style ‘Favorite Season’, Multi-Colored Medium Square, with 24 Adhesive Tabs, Nail Glue, Mini File, Manicure Stick & 28 False Nails']",[],AFHRSG5XDLGWOY4PAEEIZDI35O2Q,KISS,Acrylic,,,,,731509858754,,,,,,,,5.43 x 2.83 x 0.98 inches; 1.13 Ounces,,,,Pink,,,,,,,,,,,,,,,,,,,,,Festive,,,,,,,,32 Piece Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nice,dont have the stickers inside like some other kiss nails do they were cute but didnt stick as well because of that
5.0,Finally found a keeper,"I have tried almost every aluminum free deodorant and natural deodorant out there and this the first and only one  so far that works more than an hour and doesn’t cause me to have an allergic reaction (no i had not just shaved either) To clarify, though, i only use this on my pits. It also doesn’t last anywhere near 72 hours for me but it does keep my body odor at bay for at least 24 hours which is all i need and is way longer than any other I’ve tried. I also don’t get any burning or itchy rash from it like i have with others. Really the only downside of this product for me is the cost, it’s ridiculously expensive.",B09XBSDCXP,B09XBSDCXP,2022-08-25 21:14:56.134,True,7,4.2,All Beauty,2778,,[],[],[],[],AGQUJYSMHRBP63IROULSZ2LDLY2Q,Lume,,,,,2.25 x 1.25 x 4.5 inches; 3.84 Ounces,850030360533,,1,2.6 Ounce,2.6 Fluid Ounces,SSPS26WV0533,,,,,,,,,,,,,,,,,,"Hypoallergenic, Aluminum Free",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,finally found a keeper,i have tried almost every aluminum free deodorant and natural deodorant out there and this the first and only one  so far that works more than an hour and doesnt cause me to have an allergic reaction no i had not just shaved either to clarify though i only use this on my pits it also doesnt last anywhere near 72 hours for me but it does keep my body odor at bay for at least 24 hours which is all i need and is way longer than any other ive tried i also dont get any burning or itchy rash from it like i have with others really the only downside of this product for me is the cost its ridiculously expensive
5.0,Shimmer,Its a light powder with lots of shimmer.  The container is small but you only need to use a little,B07VK2QDGX,B07VK2QDGX,2019-12-16 21:00:01.347,True,0,5.0,All Beauty,1,,[],[],[],[],AF4HZC6II6FST4GY2V67RM3IBN5A,Unknown,,,,,2.24 x 1.18 x 2.24 inches; 1.52 Ounces,,,,,,,,,,,,,,,,,,,,,,,,,powder,,,,,,,,,,,,,,,acne prone,,,,Full,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shimmer,its a light powder with lots of shimmer  the container is small but you only need to use a little
5.0,Five Stars,"Smells and works great. Getting balm, oil and a comb at this price is awesome!",B071P6V9JQ,B071P6V9JQ,2017-09-09 23:56:15.714,True,0,4.4,All Beauty,697,,[],[],[],[],AGWJOGJCCSEH3GH3SGRUP7EGSJBQ,Premium Nature,,,,,,857646006961,,2,,,,,,5.47 x 4.02 x 2.36 inches; 6.4 Ounces,,,,,,,,,,,,,,Coarse,,Balm,,No,,1 Fluid Ounces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,five stars,smells and works great getting balm oil and a comb at this price is awesome
4.0,Four Stars,What is there to say about waterbed conditioner?  It does its job.,B003H3O02G,B003H3O02G,2015-01-29 19:57:42.000,True,0,4.5,All Beauty,129,,[],"['Keeps water fresh and vinyl soft', 'Water Mattress manufactures recommend to use conditioner every six months', 'You should use it every six months', 'We have it in stock', '* Gift Comes with this order*']","[""The manufactures of water bed mattresses recommend that you add conditioner every six months. This conditioner is designed to keep the water fresh so algae/bacteria does not build up in your mattress. The conditioner will also keep the vinyl and corner soft. If you do not use conditioner the vinyl will tend to dry & harden do to the powerful heating systems and age which could result in cracks or seam splits. So it's pretty important. *A Surprise gift comes with this order.*""]",[],AET2OYGUT46NXX57FEBR3ROYACFA,Sapphire Collection,Vinyl,,,,,796433670940 815851010197,,,,,4ozsapp,,,7.1 x 5.6 x 4.8 inches; 4 Ounces,,,,Blue,,,,,,,,,,,,,,No,Blue Magic,,,,,,,,,Waterbd Conditioner,,,,,"California King, Queen or Super Single",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,four stars,what is there to say about waterbed conditioner  it does its job
5.0,T980 Norelco,This is my 3rd Norelco Beard trimmer and I have been very happy with each one.  I have had to replace each one due to battery life.  The T980 is an improvement over my last because of the vacuum feature.  The price was also very competetive.  I think this one cost less than my previous and has more features.,B000FEF1V4,B000FEF1V4,2008-01-14 08:37:20.000,False,0,4.2,All Beauty,836,,[],"[""SteelWave Technology - Philips Norelco's revolutionary SteelWave self-sharpening blades ensure a precise and even trim every time."", 'No Mess! The powerful vacuum with hair deflector captures cut hair for no clean-up', 'Ergonomic design means T980 is easy-to-use with complete control for the most confortable trimming experience', 'The Clearview hair chamber makes it easy to see when the T980 needs to be emptied for optimal performance', 'The T980 also comes with a charging adaptor and cleaning brush']","['Product Description', ""Philips Norelco's T980 Turbo Vacuum Trimmer lets you keep your beard and mustache perfectly groomed without the mess. The T980's power vacuum and turbo power switch means the most suction ever - guaranteed - for no mess. The unique AccuControl system with flexing guide comb adjusts to facial contours for even and comfortable trimming. Find the look that's right for you with the patented zoom lock that adjusts among 9 different settings to accommodate your style. Features a comfortable ergonomic design and self-sharpening blades. Includes a specialty mini trimmer and travel/storage pouch."", 'Amazon.com', 'The Philips Norelco T980 Rechargeable Turbo Vacuum Trimmer is equipped to conveniently deliver a superior trimming performance. A powerful vacuum delivers suction power, while hair deflector captures hair for no clean up. A transparent hair chamber makes it easy to see when the trimmer needs to be emptied for optimal performance. A turbo power switch boosts cutting and fan speed by 30-percent for significantly increased suction power. Revolutionary SteelWave self-sharpening blades ensure a precise and even trim every time. Other features include 9 lockable length settings, rechargeable battery, and cordless operation for maximum freedom of movement. The Trimmer also comes with a contour following comb and a specialty mini-beard trimmer attachment, allowing for precise trimming of beard line, moustache, and sideburns.']",[],AEU3JFZBXYZ2PCIBZTRPWU5RGQDQ,,,,,,2 x 2 x 8 inches; 2 Pounds,075020187543,,,,,T980,,,,,,,,,,,,,,,,,,,,,No,Philips Norelco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t980 norelco,this is my 3rd norelco beard trimmer and i have been very happy with each one  i have had to replace each one due to battery life  the t980 is an improvement over my last because of the vacuum feature  the price was also very competetive  i think this one cost less than my previous and has more features
